iter	Logloss
514	0.2928602888
515	0.2928238735
516	0.2927994969
517	0.2927685509
518	0.2927157924
519	0.2926443673
520	0.2926089291
521	0.2925701909
522	0.2925318498
523	0.2925172775
524	0.2924855071
525	0.2924603339
526	0.2924342442
527	0.2924108435
528	0.2923924527
529	0.2923481852
530	0.2922615779
531	0.2922227185
532	0.2921785449
533	0.2921514761
534	0.2921287474
535	0.2921009781
536	0.2920635252
537	0.2920171215
538	0.2919854417
539	0.2919513175
540	0.2919086093
541	0.2916967192
542	0.2915131482
543	0.2914796972
544	0.2914449319
545	0.2913799844
546	0.2913435995
547	0.2912508824
548	0.2912195387
549	0.2911862696
550	0.2911697732
551	0.2911261791
552	0.2910581456
553	0.2910274434
554	0.2909997652
555	0.2909536039
556	0.2909244897
557	0.2909167302
558	0.2908889915
559	0.2908482673
560	0.2908186682
561	0.2907791963
562	0.2907490134
563	0.2907266513
564	0.2906954919
565	0.2906567248
566	0.2906189931
567	0.2905849916
568	0.2905720692
569	0.2905402983
570	0.2905102379
571	0.2904778563
572	0.2904468481
573	0.2902888801
574	0.2902513663
575	0.2902221003
576	0.2901966818
577	0.2901571525
578	0.2901315824
579	0.2900875609
580	0.2900700252
581	0.2900278667
582	0.2899896495
583	0.2899632844
584	0.2899364015
585	0.2899017587
586	0.2898561148
587	0.2898117264
588	0.289787898
589	0.2897691064
590	0.2897543497
591	0.2897194005
592	0.2896859493
593	0.2896576601
594	0.2896141581
595	0.2895779268
596	0.2895415736
597	0.2895224807
598	0.2894979492
599	0.2894733251
600	0.2894466247
601	0.2894163812
602	0.2893855874
603	0.2893294378
604	0.2893075954
605	0.2892746956
606	0.2892387721
607	0.2892241696
608	0.289191299
609	0.2891654539
610	0.2891163611
611	0.2890712998
612	0.289043011
613	0.2889982966
614	0.2889808839
615	0.2889591021
616	0.288932799
617	0.2889020966
618	0.2888308253
619	0.2888124346
620	0.2887967318
621	0.2887356338
622	0.2886952482
623	0.288654833
624	0.2886341815
625	0.2886095893
626	0.288574884
627	0.2885502
628	0.2885236833
629	0.2884927677
630	0.2884496934
631	0.2884127284
632	0.2883938181
633	0.2883749082
634	0.2883551423
635	0.2883361712
636	0.2883091042
637	0.2882912935
638	0.2882601335
639	0.2882264071
640	0.2882106131
641	0.2881841569
642	0.2881577619
643	0.2881231797
644	0.2880826703
645	0.2880519072
646	0.2880196773
647	0.2879892201
648	0.2879678664
649	0.2879364912
650	0.2878115145
651	0.2877744885
652	0.2877365464
653	0.2877011689
654	0.2876685723
655	0.2876379928
656	0.2876065857
657	0.2875065369
658	0.2874191967
659	0.2873889528
660	0.2873617032
661	0.2873413265
662	0.287300909
663	0.2872621725
664	0.2872305228
665	0.287198263
666	0.2871645969
667	0.2871286101
668	0.2870986727
669	0.2870772893
670	0.2870516276
671	0.2870182053
672	0.2869992953
673	0.2869505697
674	0.2869362421
675	0.2869217921
676	0.286907007
677	0.2868748079
678	0.2868463052
679	0.2868086375
680	0.2867884137
681	0.2867562775
682	0.2867229175
683	0.2867031216
684	0.2866785603
685	0.2866583995
686	0.2866200906
687	0.2865719144
688	0.2865387685
689	0.2865050711
690	0.2864659645
691	0.2864294273
692	0.2863989658
693	0.2863711353
694	0.2863445884
695	0.2863238768
696	0.2862836149
697	0.2862319861
698	0.2861877491
699	0.2861510589
700	0.2861269537
701	0.2860952742
702	0.2860685424
703	0.2860446533
704	0.286010194
705	0.285993881
706	0.2859660507
707	0.2859223931
708	0.2858815183
709	0.2858524949
710	0.2858272304
711	0.2858038296
712	0.285757028
713	0.2857311836
714	0.285693149
715	0.2856660521
716	0.2856319285
717	0.2856091996
718	0.2855609925
719	0.2855238767
720	0.2854947938
721	0.2854808328
722	0.2854517195
723	0.2854152431
724	0.2853885127
725	0.2853656007
726	0.2853334009
727	0.2853117114
728	0.285278108
729	0.2852540956
730	0.28522917
731	0.2851977363
732	0.2851663632
733	0.2851384407
734	0.2851196225
735	0.28508724
736	0.2850527193
737	0.2850350921
738	0.2849998076
739	0.2849805007
740	0.2849390776
741	0.2849149437
742	0.2848887931
743	0.2848548828
744	0.2848329485
745	0.2848109528
746	0.2847647015
747	0.2847460358
748	0.2847092842
749	0.2846762297
750	0.2846463831
751	0.284612566
752	0.2845770655
753	0.2845486848
754	0.2845013029
755	0.2844804076
756	0.2844552961
757	0.2844212332
758	0.284403423
759	0.2843709798
760	0.284345807
761	0.2843092692
762	0.2842754811
763	0.2842440161
764	0.2842252281
765	0.2842110842
766	0.2841763526
767	0.2841580228
768	0.2841342866
769	0.2841031199
770	0.284067529
771	0.2840475802
772	0.2840345356
773	0.2840195051
774	0.2839933548
775	0.2839624935
776	0.2839269975
777	0.2839083322
778	0.2838773245
779	0.2838532194
780	0.2838201944
781	0.2837851851
782	0.2837507561
783	0.2837309603
784	0.2837089644
785	0.2836828702
786	0.283643065
787	0.2836312732
788	0.2835976077
789	0.2835395639
790	0.2835176265
791	0.28346389
792	0.2834294917
793	0.2834128421
794	0.2833822316
795	0.2833350943
796	0.2832996883
797	0.2832771734
798	0.2832531313
799	0.283224751
800	0.2832020836
801	0.2831885807
802	0.2831616366
803	0.2831490503
804	0.2831179512
805	0.2830848464
806	0.2830614137
807	0.283024173
808	0.2830092649
809	0.2829801815
810	0.28295782
811	0.2829431565
812	0.2829212525
813	0.2828801018
814	0.2828483603
815	0.2828091661
816	0.2827777029
817	0.2827453184
818	0.2827162673
819	0.2826798519
820	0.2826529381
821	0.2826273976
822	0.2826008506
823	0.2824723912
824	0.2824448961
825	0.2824232671
826	0.2824083591
827	0.2823814461
828	0.2823555699
829	0.2823396835
830	0.2823135934
831	0.2822898559
832	0.2822630633
833	0.2822232249
834	0.2821999736
835	0.2821738537
836	0.2821527747
837	0.2821357586
838	0.282097022
839	0.2820740794
840	0.2820466452
841	0.282025902
842	0.2819955961
843	0.2819775718
844	0.281951208
845	0.2819253023
846	0.2819005559
847	0.2818689068
848	0.2818294988
849	0.2817822693
850	0.2817577077
851	0.2817339387
852	0.2816988685
853	0.2816799284
854	0.2816517005
855	0.2816256939
856	0.2816029357
857	0.2815792617
858	0.2815417475
859	0.281520239
860	0.2814996472
861	0.2814776206
862	0.2814445664
863	0.2814282222
864	0.2814054329
865	0.2813724391
866	0.2813516044
867	0.2813256304
868	0.2813047048
869	0.2812864058
870	0.2812584228
871	0.2812297359
872	0.2811522324
873	0.2811190826
874	0.2811005993
875	0.2810658643
876	0.2810239523
877	0.2809904109
878	0.2809436706
879	0.2809174886
880	0.2808675702
881	0.2808363184
882	0.2808106871
883	0.2807862477
884	0.2807635185
885	0.2807403008
886	0.2807132655
887	0.2806921562
888	0.2806713507
889	0.2806419014
890	0.2806080856
891	0.2805821798
892	0.280570633
893	0.2805385569
894	0.2805103915
895	0.2804823473
896	0.280450209
897	0.280417279
898	0.2803954371
899	0.280352209
900	0.2803432887
901	0.28032661
902	0.2803076081
903	0.2802761427
904	0.2802453174
905	0.280230012
906	0.2802100018
907	0.2801883424
908	0.280167569
909	0.2801475287
910	0.2801115416
911	0.2800744854
912	0.2800450649
913	0.280024291
914	0.2799919082
915	0.2799774886
916	0.2798915231
917	0.2798766761
918	0.2798607904
919	0.2798382446
920	0.2798175933
921	0.2797936425
922	0.2797671867
923	0.2797516676
924	0.2797332162
925	0.2796992454
926	0.2796658845
927	0.2796319136
928	0.2796067721
929	0.2795810188
930	0.2795591485
931	0.2795311342
932	0.2795155544
933	0.2794767163
934	0.2794538654
935	0.2794357191
936	0.2794187646
937	0.2793969218
938	0.2793722068
939	0.2793449877
940	0.2793154164
941	0.2792830639
942	0.2792561194
943	0.2792387683
944	0.2791910803
945	0.2791721397
946	0.2791384747
947	0.2791143406
948	0.2790977526
949	0.2790684557
950	0.2790395249
951	0.2790200957
952	0.2789852372
953	0.2789607353
954	0.2789440857
955	0.2789313466
956	0.2789006137
957	0.2788806962
958	0.2788565012
959	0.2788437315
960	0.2788163899
961	0.278789781
962	0.2787608795
963	0.2787323456
964	0.2787047943
965	0.2786744283
966	0.2786574421
967	0.2786275044
968	0.2785984498
969	0.2785758378
970	0.2785538121
971	0.278526562
972	0.2785017254
973	0.2784836706
974	0.2784679378
975	0.2784470116
976	0.2784240988
977	0.2784009432
978	0.2783754048
979	0.2783508428
980	0.2783320246
981	0.2783037355
982	0.278281586
983	0.2782594066
984	0.2782113524
985	0.2781825994
986	0.2781597772
987	0.278130757
988	0.2781022248
989	0.2780769305
990	0.2780500472
991	0.2780285406
992	0.2780018952
993	0.2779422625
994	0.2779132984
995	0.2778918222
996	0.2778723022
997	0.2778459687
998	0.2778075986
999	0.2777781518
